docket,dept,violation_address,lat,long,community,ward_1523,violation_date,n_records,dept_label
20DS75919L,STRTSAN,2559 W 47TH ST,41.80828429996001,-87.68892366933247,BRIGHTON PARK,15,2020-01-21,1,DSS
20DS75927L,STRTSAN,5500 S DAMEN AVE,41.79328635,-87.67448629946347,WEST ENGLEWOOD,15,2020-01-22,1,DSS
20DS75935L,STRTSAN,4201 S FAIRFIELD AVE,41.8172738,-87.6929907285857,BRIGHTON PARK,15,2020-01-22,1,DSS
20DS75936L,STRTSAN,4348 S WESTERN AVE,41.81480449266772,-87.68471150024413,BRIGHTON PARK,15,2020-01-21,1,DSS
20DS75941L,STRTSAN,6414 S ASHLAND AVE,41.777305006260704,-87.66427149191664,WEST ENGLEWOOD,15,2020-01-22,1,DSS
20DS75943L,STRTSAN,4210 S ROCKWELL ST,41.817053650000005,-87.6898394833051,BRIGHTON PARK,15,2020-01-22,1,DSS
20DS75953L,STRTSAN,2111 W GARFIELD BLVD,41.79396765363164,-87.67709831281992,NEW CITY,16,2020-01-22,3,DSS
20DS75957L,STRTSAN,4201 S CALIFORNIA AVE,41.8172524,-87.69419416297762,BRIGHTON PARK,15,2020-01-22,3,DSS
20DS75969L,STRTSAN,4201 S ARTESIAN AVE,41.817348800000005,-87.68569398126881,BRIGHTON PARK,15,2020-01-22,1,DSS
20DS75981L,STRTSAN,2701 W POPE JOHN PAUL II DR,41.8153818,-87.69213364592147,BRIGHTON PARK,15,2020-01-21,1,DSS
20DS75985L,STRTSAN,1958 W 47TH ST,41.8087695,-87.67431761162888,NEW CITY,15,2020-01-21,1,DSS
20DS75986L,STRTSAN,4949 S SEELEY AVE,41.8034022,-87.67552959207137,NEW CITY,15,2020-01-22,1,DSS
20DS75992L,STRTSAN,2419 W POPE JOHN PAUL II DR,41.815602,-87.685465,BRIGHTON PARK,15,2020-01-22,1,DSS
20DS75994L,STRTSAN,4448 S WESTERN AVE,41.81245585,-87.68485530000001,BRIGHTON PARK,15,2020-01-21,2,DSS
20DS75995L,STRTSAN,2439 W POPE JOHN PAUL II DR,41.8154825,-87.68625957809718,BRIGHTON PARK,15,2020-01-22,2,DSS
20DS76000L,STRTSAN,4959 S DAMEN AVE,41.80373674636203,-87.67445854158005,NEW CITY,15,2020-01-22,2,DSS
20DS76001L,STRTSAN,4534 S ROCKWELL ST,41.8109343,-87.6896433374145,BRIGHTON PARK,15,2020-01-22,1,DSS
20DS76027L,STRTSAN,5644 S WESTERN AVE,41.79111170095204,-87.68407436808683,GAGE PARK,15,2020-01-22,2,DSS
20DS76031L,STRTSAN,5941 S WOOD ST,41.78548345,-87.66896625,WEST ENGLEWOOD,15,2020-01-22,6,DSS
20DS76064L,STRTSAN,4945 S HOYNE AVE,41.8035458,-87.6767455399312,NEW CITY,15,2020-01-22,1,DSS
20DS76065L,STRTSAN,4956 S HOYNE AVE,41.80315145,-87.67748857025,NEW CITY,15,2020-01-22,2,DSS
20DS76077L,STRTSAN,4326 S WESTERN AVE,41.8148248,-87.6849589,BRIGHTON PARK,15,2020-01-21,2,DSS
20DS76087L,STRTSAN,5055 S WINCHESTER AVE,41.8015548,-87.67319052,NEW CITY,15,2020-01-22,6,DSS
20DS76094L,STRTSAN,4363 S ARCHER AVE,41.81488161844398,-87.70277907552351,BRIGHTON PARK,15,2020-01-21,1,DSS
20DS76115L,STRTSAN,6501 S HERMITAGE AVE,41.77564045,-87.66755144099523,WEST ENGLEWOOD,15,2020-01-22,2,DSS
20DS76122L,STRTSAN,5601 S DAMEN AVE,41.79197595,-87.67399689332143,WEST ENGLEWOOD,15,2020-01-22,2,DSS
20DS76139L,STRTSAN,4442 S WESTERN AVE,41.81308436997521,-87.68467008712577,BRIGHTON PARK,15,2020-01-21,1,DSS
20DS76159L,STRTSAN,4200 S ROCKWELL ST,41.817316649999995,-87.6898504517489,BRIGHTON PARK,15,2020-01-22,2,DSS
20DS76168L,STRTSAN,6500 S MARSHFIELD AVE,41.775686449999995,-87.6657206343659,WEST ENGLEWOOD,15,2020-01-22,2,DSS
20DS76169L,STRTSAN,1756 W 48TH ST,41.80682238755404,-87.6693940006026,NEW CITY,15,2020-01-22,1,DSS
20DS76178L,STRTSAN,2445 W POPE JOHN PAUL II DR,41.81547395,-87.6864513218841,BRIGHTON PARK,15,2020-01-22,2,DSS
20DS76186L,STRTSAN,4500 S WESTERN AVE,41.811939,-87.684639,BRIGHTON PARK,15,2020-01-21,2,DSS
20DS76199L,STRTSAN,4803 S SEELEY AVE,41.8065349,-87.67541325709175,NEW CITY,15,2020-01-22,1,DSS
20DS76201L,STRTSAN,4738 S DAMEN AVE,41.80777351987289,-87.67477821561096,NEW CITY,15,2020-01-22,1,DSS
20DS76210L,STRTSAN,2034 W 51ST ST,41.801478849999995,-87.67594140222127,NEW CITY,15,2020-01-22,1,DSS
20DS76293L,STRTSAN,4955 S HOYNE AVE,41.8035550697327,-87.67688125908616,NEW CITY,15,2020-01-22,2,DSS
20DS76304L,STRTSAN,5048 S DAMEN AVE,41.80238191235015,-87.67464753178257,NEW CITY,15,2020-01-22,1,DSS
20DS76344L,STRTSAN,2023 W 50TH ST,41.802826350000004,-87.67559707507877,NEW CITY,15,2020-01-22,5,DSS
20DS76635L,STRTSAN,2916 W POPE JOHN PAUL II DR,41.815577655101805,-87.69766862450247,BRIGHTON PARK,15,2020-01-22,1,DSS
20DS77140L,STRTSAN,6349 S WESTERN AVE,41.77804915675573,-87.683499171456,CHICAGO LAWN,16,2020-01-31,4,DSS
20DS77386L,STRTSAN,5000 S WOLCOTT AVE,41.802946,-87.672207,NEW CITY,20,2020-02-07,3,DSS
20DS77441L,STRTSAN,4409 S ROCKWELL ST,41.8134655,-87.68919295,BRIGHTON PARK,15,2020-01-22,6,DSS
20DS77693L,STRTSAN,6612 S LOOMIS BLVD,41.7735981,-87.65946195921106,WEST ENGLEWOOD,16,2020-02-14,3,DSS
20DS77695L,STRTSAN,2557 W 45TH ST,41.81192098547192,-87.68871832273777,BRIGHTON PARK,15,2020-02-14,3,DSS
20DS77717L,STRTSAN,4524 S WESTERN AVE,41.811442400000004,-87.68503841138065,BRIGHTON PARK,15,2020-01-21,9,DSS
20DS77767L,STRTSAN,5600 S WASHTENAW AVE,41.79179,-87.691418,GAGE PARK,15,2020-02-16,2,DSS
20DS77795L,STRTSAN,2525 W POPE JOHN PAUL II DR,41.81541695,-87.68814164999999,BRIGHTON PARK,15,2020-01-22,4,DSS
20DS78298L,STRTSAN,4601 S ROCKWELL ST,41.810055899999995,-87.6890996248511,BRIGHTON PARK,15,2020-01-22,3,DSS
20DS78417L,STRTSAN,5628 S WESTERN AVE,41.7914865,-87.68431075730939,GAGE PARK,15,2020-01-22,4,DSS
20DS78494L,STRTSAN,5841 S OAKLEY AVE,41.787782334869355,-87.68101574886897,GAGE PARK,16,2020-02-27,6,DSS
20DS78578L,STRTSAN,4800 S HONORE ST,41.806523150000004,-87.67133341375535,NEW CITY,15,2020-02-27,1,DSS
20DS78645L,STRTSAN,3037 W POPE JOHN PAUL II DR,41.8152616,-87.70080447650602,BRIGHTON PARK,15,2020-02-28,2,DSS
20DS78649L,STRTSAN,3041 W POPE JOHN PAUL II DR,41.815259499999996,-87.7009471064696,BRIGHTON PARK,15,2020-02-28,2,DSS
20DS78654L,STRTSAN,5013 S WINCHESTER AVE,41.802651873466125,-87.67321679696319,NEW CITY,15,2020-02-28,3,DSS
20DS78676L,STRTSAN,5004 S WINCHESTER AVE,41.802894449878536,-87.67344286124697,NEW CITY,15,2020-02-28,3,DSS
20DS79222L,STRTSAN,1756 W 48TH ST,41.80682238755404,-87.6693940006026,NEW CITY,15,2020-01-22,2,DSS
20DT000786,TRANPORT,6601 S GREEN ST,41.774151,-87.645748,ENGLEWOOD,6,2020-02-10,1,CDOT
20DT000836,TRANPORT,6600 S TROY ST,41.773388,-87.701883,CHICAGO LAWN,17,2020-02-10,1,CDOT
20DT000874,TRANPORT,4601 S ROCKWELL ST,41.810055899999995,-87.6890996248511,BRIGHTON PARK,15,2020-02-14,5,CDOT
21CP001043,POLICE,6001 S KEDZIE ,41.78426905,-87.70305297993318,CHICAGO LAWN,16,2021-01-17,1,Police
21CP002213,POLICE,6451 S HONORE ST ,41.7760891,-87.66992835786802,WEST ENGLEWOOD,15,2021-02-05,1,Police
21CP002214,POLICE,6459 S HONORE ST,41.77588755,-87.66998907519412,WEST ENGLEWOOD,15,2021-02-05,3,Police
21CP002398,POLICE,1850 W MARQUETTE ST,41.77219794825491,-87.6703401745092,WEST ENGLEWOOD,15,2021-02-12,2,Police
21DS18451M,STRTSAN,6945 S CARPENTER ST,41.767695193023684,-87.65043428154198,ENGLEWOOD,6,2021-01-02,2,DSS
21DS19144M,STRTSAN,7056 S PARNELL AVE,41.76543805,-87.63870358891171,ENGLEWOOD,6,2021-01-27,5,DSS
21DS19295M,STRTSAN,8307 S DR MARTIN LUTHER KING JR DR,41.74355745,-87.61437510681395,CHATHAM,6,2021-02-09,1,DSS
21DS19297M,STRTSAN,7601 S STATE ST,41.75615365,-87.62428293477745,GREATER GRAND CROSSING,6,2021-02-09,1,DSS
21DS19320M,STRTSAN,250 W 75TH ST,41.7583088,-87.6316161,GREATER GRAND CROSSING,6,2021-02-11,2,DSS
21DS19324M,STRTSAN,7105 S STATE ST,41.765332875,-87.62479308333333,GREATER GRAND CROSSING,6,2021-02-11,2,DSS
21DS19325M,STRTSAN,7108 S WABASH AVE,41.7651904,-87.6235457,GREATER GRAND CROSSING,6,2021-02-11,1,DSS
21DS19326M,STRTSAN,51 E 71ST ST,41.7652968,-87.62270886858107,GREATER GRAND CROSSING,6,2021-02-11,2,DSS
21DS19327M,STRTSAN,75 E 71ST ST,41.7653019,-87.62209358009373,GREATER GRAND CROSSING,6,2021-02-11,2,DSS
21DS19329M,STRTSAN,7101 S MICHIGAN AVE,41.765457,-87.621578,GREATER GRAND CROSSING,6,2021-02-11,6,DSS
21DS19330M,STRTSAN,7100 S PRAIRIE AVE,41.76552855,-87.61881038715092,GREATER GRAND CROSSING,6,2021-02-11,1,DSS
21DS19331M,STRTSAN,547 E 71ST ST,41.765611250000006,-87.61091421670568,GREATER GRAND CROSSING,6,2021-02-11,1,DSS
21DS19332M,STRTSAN,605 E 71ST ST,41.7656504,-87.61010692519514,GREATER GRAND CROSSING,6,2021-02-11,1,DSS
21DS19333M,STRTSAN,7055 S ST LAWRENCE AVE,41.76797982492789,-87.61037096434308,GREATER GRAND CROSSING,6,2021-02-11,1,DSS
21DS19335M,STRTSAN,7059 S STATE ST,41.7658084,-87.6245313,GREATER GRAND CROSSING,6,2021-02-11,1,DSS
21DS19415M,STRTSAN,111 W 75TH ST,41.75802435,-87.62747819075315,GREATER GRAND CROSSING,6,2021-02-11,2,DSS
21DS19793M,STRTSAN,7030 S ASHLAND AVE,41.7654918,-87.66448127185417,WEST ENGLEWOOD,17,2021-01-26,1,DSS
21DS19935M,STRTSAN,1415 W 76TH ST,41.75565885,-87.65942422056762,AUBURN GRESHAM,17,2021-02-22,1,DSS
21DS20241M,STRTSAN,4257 S ARTESIAN AVE,41.81647490652492,-87.68581270373275,BRIGHTON PARK,15,2021-02-02,1,DSS
21DS20313M,STRTSAN,4856 S HERMITAGE AVE,41.805725013726544,-87.66864911800032,NEW CITY,15,2021-02-04,2,DSS
21DS20384M,STRTSAN,5004 S WINCHESTER AVE,41.802894449878536,-87.67344286124697,NEW CITY,15,2021-02-08,2,DSS
21DS20599M,STRTSAN,6105 S RICHMOND ST,41.78251775564723,-87.69703413398145,CHICAGO LAWN,16,2021-02-25,2,DSS
21DS20615M,STRTSAN,6307 S ARTESIAN AVE,41.77906575,-87.68464296947549,CHICAGO LAWN,16,2021-02-22,2,DSS
21DS20635M,STRTSAN,5048 S DAMEN AVE,41.80238191235015,-87.67464753178257,NEW CITY,15,2021-02-22,1,DSS
21DS20686M,STRTSAN,4420 S ASHLAND AVE,41.81361030591629,-87.66520804919287,NEW CITY,15,2021-02-12,6,DSS
21DS20687M,STRTSAN,1808 W 47TH ST,41.80884135,-87.67026369962687,NEW CITY,15,2021-02-12,2,DSS
21DS20688M,STRTSAN,4601 S ASHLAND AVE,41.81029255,-87.66461111437857,NEW CITY,15,2021-02-12,2,DSS
21DS20689M,STRTSAN,4412 S ASHLAND AVE,41.813740183562764,-87.66521122898521,NEW CITY,15,2021-02-12,6,DSS
21DS20690M,STRTSAN,4412 S ASHLAND AVE,41.813740183562764,-87.66521122898521,NEW CITY,15,2021-02-12,6,DSS
21DS20691M,STRTSAN,4412 S ASHLAND AVE,41.813740183562764,-87.66521122898521,NEW CITY,15,2021-02-12,6,DSS
21DS20692M,STRTSAN,4416 S ASHLAND AVE,41.81367524474635,-87.66520963881065,NEW CITY,15,2021-02-12,6,DSS
21DS20693M,STRTSAN,4426 S ASHLAND AVE,41.81351289767122,-87.6652056647662,NEW CITY,15,2021-02-12,3,DSS
21DS20694M,STRTSAN,1614 W 47TH ST,41.80882115,-87.66587232671927,NEW CITY,15,2021-02-12,1,DSS
21DS20699M,STRTSAN,2010 W 51ST ST,41.801304002987095,-87.67538185363232,NEW CITY,15,2021-02-22,2,DSS
21DS20741M,STRTSAN,932 W 59TH ST,41.787053327869295,-87.648810877032,ENGLEWOOD,16,2021-02-13,4,DSS
21DS20793M,STRTSAN,2300 W 63RD ST,41.7795429,-87.68156237367168,CHICAGO LAWN,16,2021-02-17,2,DSS
21DS20811M,STRTSAN,6701 S RACINE AVE,41.77215175,-87.65404249008475,ENGLEWOOD,16,2021-02-20,4,DSS
21DS47172M,STRTSAN,6215 S MORGAN ST,41.7809709,-87.64939929662184,ENGLEWOOD,16,2021-10-08,1,DSS
21DT00021A,TRANPORT,7101 S ASHLAND AVE,41.76455115,-87.66326065,WEST ENGLEWOOD,17,2021-02-20,2,CDOT
21DT00023A,TRANPORT,7059 S ASHLAND AVE,41.765199,-87.66347404285048,WEST ENGLEWOOD,17,2021-02-20,2,CDOT
21DT00024A,TRANPORT,6900 S ASHLAND AVE,41.768151200000005,-87.66434750572552,WEST ENGLEWOOD,17,2021-02-20,2,CDOT
21DT00026A,TRANPORT,801 W GARFIELD BLVD,41.794383866263594,-87.64534753156107,NEW CITY,20,2021-02-20,2,CDOT
21DT00027A,TRANPORT,5101 S HALSTED ST,41.801288799999995,-87.64490358437142,NEW CITY,20,2021-02-20,1,CDOT
21DT00029A,TRANPORT,810 W 59TH ST,41.787263949999996,-87.64562441835085,ENGLEWOOD,16,2021-02-20,1,CDOT
21DT00030A,TRANPORT,5101 S ASHLAND AVE,41.80103685,-87.6642638049602,NEW CITY,16,2021-02-20,2,CDOT
21DT000459,TRANPORT,7929 S STATE ST,41.7500527,-87.624112198576,CHATHAM,6,2021-02-01,2,CDOT
21DT000738,TRANPORT,7925 S STATE ST,41.74987848710867,-87.62440441442315,CHATHAM,6,2021-02-04,1,CDOT
21DT000747,TRANPORT,935 W MARQUETTE RD,41.7722511,-87.64859554867549,ENGLEWOOD,6,2021-02-19,1,CDOT
21DT000783,TRANPORT,7356 S HALSTED ST,41.76054072498492,-87.64440474869468,ENGLEWOOD,6,2021-02-17,1,CDOT
21DT001027,TRANPORT,100 W GRAND ,41.7655813,-87.6216949,GREATER GRAND CROSSING,6,2021-02-18,1,CDOT
21DT002544,TRANPORT,310 W 74TH PL,41.758684,-87.6545515,WEST ENGLEWOOD,17,2021-02-19,2,CDOT
21DT002780,TRANPORT,343 W 63RD ST,41.779837858158395,-87.63438774037404,ENGLEWOOD,20,2021-02-05,1,CDOT
22CP000767,POLICE,1456 W 61ST ST ,41.78333405,-87.6617112250623,WEST ENGLEWOOD,16,2022-01-10,1,Police
22CP001080,POLICE,6135 S VERNON AVE ,41.782876,-87.61420036417005,WOODLAWN,20,2022-01-16,1,Police
22CP001430,POLICE,6345 S ABERDEEN ,41.77831275,-87.65176834754098,ENGLEWOOD,16,2022-01-23,2,Police
22CP001431,POLICE,6350 S ABERDEEN ,41.778169000000005,-87.65230687533901,ENGLEWOOD,16,2022-01-23,1,Police
22CP001604,POLICE,1049 W MARQUETTE RD,41.772214000000005,-87.65139034923386,ENGLEWOOD,16,2022-01-29,1,Police
22CP001691,POLICE,6331 S RHODES ,41.779349100000005,-87.6117346934482,WOODLAWN,20,2022-01-29,1,Police
22CS000494,POLICE,260 W 65TH ST ,41.7767531,-87.63248147455829,ENGLEWOOD,20,2022-02-03,1,Police
22CS00058A,BAFCONP,6621 S LANGLEY ,41.77428827326702,-87.6081395193137,WOODLAWN,20,2022-02-04,1,BACP
22CS00059A,BAFCONP,6613 S LANGLEY AVE,41.77445779999999,-87.60797922152543,WOODLAWN,20,2022-01-04,1,BACP
22DS02242M,STRTSAN,51 E 71ST ST,41.7652968,-87.62270886858107,GREATER GRAND CROSSING,6,2022-01-05,2,DSS
22DS02244M,STRTSAN,7101 S MICHIGAN AVE,41.765457,-87.621578,GREATER GRAND CROSSING,6,2022-01-05,3,DSS
22DS02245M,STRTSAN,119 E 71ST ST,41.76545215,-87.62064666936267,GREATER GRAND CROSSING,6,2022-01-05,1,DSS
22DS02285M,STRTSAN,7101 S VINCENNES AVE,41.764866714285716,-87.62831634693877,GREATER GRAND CROSSING,6,2022-01-05,1,DSS
22DS02286M,STRTSAN,139 W 71ST ST,41.76522165,-87.62878424674014,GREATER GRAND CROSSING,6,2022-01-05,1,DSS
22DS02287M,STRTSAN,7108 S WABASH AVE,41.7651904,-87.6235457,GREATER GRAND CROSSING,6,2022-01-05,1,DSS
22DS02288M,STRTSAN,7059 S HALSTED ST,41.76596677521923,-87.64432193001925,ENGLEWOOD,6,2022-01-05,2,DSS
22DS02291M,STRTSAN,143 W 71ST ST,41.76520725,-87.62889357666181,GREATER GRAND CROSSING,6,2022-01-05,2,DSS
22DS02294M,STRTSAN,75 E 71ST ST,41.7653019,-87.62209358009373,GREATER GRAND CROSSING,6,2022-01-05,2,DSS
22DS02589M,STRTSAN,6637 S HALSTED ST,41.77302214582098,-87.6445019224408,ENGLEWOOD,6,2022-01-05,1,DSS
22DS02592M,STRTSAN,135 E 71ST ST,41.76539605,-87.62035356879866,GREATER GRAND CROSSING,6,2022-01-05,2,DSS
22DS02593M,STRTSAN,125 E 71ST ST,41.76545215,-87.62064666936267,GREATER GRAND CROSSING,6,2022-01-05,2,DSS
22DS02604M,STRTSAN,7358 S WABASH AVE,41.76021045,-87.62351497682111,GREATER GRAND CROSSING,6,2022-01-06,4,DSS
22DS02610M,STRTSAN,7100 S PRAIRIE AVE,41.76552855,-87.61881038715092,GREATER GRAND CROSSING,6,2022-01-05,1,DSS
22DS02616M,STRTSAN,549 E 79TH ST,41.751001349999996,-87.61054440869422,CHATHAM,6,2022-01-07,1,DSS
22DS02618M,STRTSAN,601 E 79TH ST,41.75128437652835,-87.60989063078816,GREATER GRAND CROSSING,6,2022-01-07,1,DSS
22DS02619M,STRTSAN,7903 S RHODES AVE,41.75058104112242,-87.61116337597615,CHATHAM,6,2022-01-07,1,DSS
22DS02628M,STRTSAN,211 E 79TH ST,41.7508721,-87.6191808,CHATHAM,6,2022-01-07,1,DSS
22DS02629M,STRTSAN,207 E 79TH ST,41.7508143,-87.61936655767968,CHATHAM,6,2022-01-07,2,DSS
22DS02631M,STRTSAN,343 E 79TH ST,41.7508974,-87.61621414167303,CHATHAM,6,2022-01-07,2,DSS
22DS02652M,STRTSAN,7058 S EMERALD AVE,41.7653762,-87.643398227074,ENGLEWOOD,6,2022-01-10,1,DSS
22DS02681M,STRTSAN,7109 S INDIANA AVE,41.7653205,-87.61978942748877,GREATER GRAND CROSSING,6,2022-01-05,2,DSS
22DS02761M,STRTSAN,7901 S INDIANA AVE,41.750811,-87.61950035000001,CHATHAM,6,2022-01-07,6,DSS
22DS03137M,STRTSAN,351 E 79TH ST,41.7509208,-87.61598371788425,CHATHAM,6,2022-01-07,2,DSS
22DS03391M,STRTSAN,6300 S DAMEN AVE,41.778682,-87.674002,WEST ENGLEWOOD,16,2022-01-05,2,DSS
22DS03396M,STRTSAN,2101 W 63RD ST,41.779197,-87.676501,WEST ENGLEWOOD,16,2022-01-05,1,DSS
22DS03398M,STRTSAN,5300 S WESTERN AVE,41.7973414,-87.68457700323833,GAGE PARK,15,2022-01-06,1,DSS
22DS03406M,STRTSAN,4701 S WESTERN BLVD,41.8081992,-87.68358648016489,NEW CITY,15,2022-01-06,2,DSS
22DS03407M,STRTSAN,2439 W 47TH ST,41.8082378,-87.6860919681507,BRIGHTON PARK,15,2022-01-06,2,DSS
22DS03408M,STRTSAN,5035 S WESTERN BLVD,41.8018089,-87.6831760248387,GAGE PARK,15,2022-01-06,2,DSS
22DS03409M,STRTSAN,4260 S WESTERN AVE,41.81642639730945,-87.68475615861098,BRIGHTON PARK,15,2022-01-06,1,DSS
22DS03410M,STRTSAN,5230 S WESTERN AVE,41.79834305,-87.68474152381785,GAGE PARK,15,2022-01-06,1,DSS
22DS03411M,STRTSAN,2425 W 47TH ST,41.8082317,-87.685546506804,BRIGHTON PARK,15,2022-01-06,1,DSS
22DS03412M,STRTSAN,5057 S WESTERN BLVD,41.801687082255555,-87.68357172434098,GAGE PARK,15,2022-01-06,1,DSS
22DS03413M,STRTSAN,4500 S WESTERN AVE,41.811939,-87.684639,BRIGHTON PARK,15,2022-01-06,3,DSS
22DS03414M,STRTSAN,4354 S WESTERN AVE,41.8140674,-87.6849529997804,BRIGHTON PARK,15,2022-01-06,1,DSS
22DS03415M,STRTSAN,4257 S ARTESIAN AVE,41.81647490652492,-87.68581270373275,BRIGHTON PARK,15,2022-01-06,1,DSS
22DS03416M,STRTSAN,2441 W 47TH ST,41.80816745,-87.68622727525442,BRIGHTON PARK,15,2022-01-06,1,DSS
22DS03417M,STRTSAN,4710 S WESTERN AVE,41.807859,-87.68479703503766,BRIGHTON PARK,15,2022-01-06,2,DSS
22DS03418M,STRTSAN,4618 S WESTERN AVE,41.8096198,-87.6847583,BRIGHTON PARK,15,2022-01-06,2,DSS
22DS03421M,STRTSAN,4532 S WESTERN AVE,41.8109397,-87.68477407587699,BRIGHTON PARK,15,2022-01-06,2,DSS
